subject_id,session_id,ear,event_id,sentence_type,sentence_id,label_id,domain,repeat_id,start_time,end_time
sub_00,002_2083961914,left,30,non_semantic,nonsem_006,5,normal,1,168.96666666666667,173.16666666666666
sub_00,002_2083961914,left,31,non_semantic,nonsem_006,5,normal,2,174.36666666666667,179.43333333333334
sub_00,002_2083961914,left,32,non_semantic,nonsem_006,5,whisper,1,179.5,184.03333333333333
sub_00,002_2083961914,left,33,non_semantic,nonsem_006,5,whisper,2,184.1,189.53333333333333
sub_00,002_2083961914,left,34,non_semantic,nonsem_006,5,silent,1,189.66666666666666,194.46666666666667
sub_00,002_2083961914,left,35,non_semantic,nonsem_006,5,silent,2,194.56666666666666,199.36666666666667
sub_00,002_2083961914,left,36,non_semantic,nonsem_007,6,normal,1,203.36666666666667,207.0
sub_00,002_2083961914,left,37,non_semantic,nonsem_007,6,normal,2,208.16666666666666,212.0
sub_00,002_2083961914,left,38,non_semantic,nonsem_007,6,whisper,1,212.06666666666666,215.96666666666667
sub_00,002_2083961914,left,39,non_semantic,nonsem_007,6,whisper,2,216.03333333333333,219.2
sub_00,002_2083961914,left,40,non_semantic,nonsem_007,6,silent,1,219.33333333333334,223.06666666666666
sub_00,002_2083961914,left,41,non_semantic,nonsem_007,6,silent,2,223.16666666666666,226.9
sub_00,002_2083961914,left,42,non_semantic,nonsem_008,7,normal,1,233.03333333333333,237.1
sub_00,002_2083961914,left,43,non_semantic,nonsem_008,7,normal,2,238.03333333333333,242.33333333333334
sub_00,002_2083961914,left,44,non_semantic,nonsem_008,7,whisper,1,243.0,247.53333333333333
sub_00,002_2083961914,left,45,non_semantic,nonsem_008,7,whisper,2,247.6,251.06666666666666
sub_00,002_2083961914,left,46,non_semantic,nonsem_008,7,silent,1,255.26666666666668,256.1
sub_00,002_2083961914,left,47,non_semantic,nonsem_008,7,silent,2,261.0,261.93333333333334
sub_00,002_2083961914,left,48,non_semantic,nonsem_009,8,normal,1,263.06666666666666,265.8666666666667
sub_00,002_2083961914,left,49,non_semantic,nonsem_009,8,normal,2,266.6666666666667,270.26666666666665
sub_00,002_2083961914,left,50,non_semantic,nonsem_009,8,whisper,1,271.1666666666667,274.1666666666667
sub_00,002_2083961914,left,51,non_semantic,nonsem_009,8,whisper,2,275.2,279.03333333333336
sub_00,002_2083961914,left,52,non_semantic,nonsem_009,8,silent,1,279.93333333333334,283.23333333333335
sub_00,002_2083961914,left,53,non_semantic,nonsem_009,8,silent,2,284.1333333333333,287.43333333333334
sub_00,002_2083961914,left,54,non_semantic,nonsem_010,9,normal,1,290.06666666666666,293.6666666666667
sub_00,002_2083961914,left,55,non_semantic,nonsem_010,9,normal,2,294.9,298.56666666666666
sub_00,002_2083961914,left,56,non_semantic,nonsem_010,9,whisper,1,298.6333333333333,301.73333333333335
sub_00,002_2083961914,left,57,non_semantic,nonsem_010,9,whisper,2,301.8,305.7
sub_00,002_2083961914,left,58,non_semantic,nonsem_010,9,silent,1,305.8333333333333,309.46666666666664
sub_00,002_2083961914,left,59,non_semantic,nonsem_010,9,silent,2,309.56666666666666,313.2
sub_00,002_2083961914,left,60,non_semantic,nonsem_011,10,normal,1,318.1333333333333,323.06666666666666
sub_00,002_2083961914,left,61,non_semantic,nonsem_011,10,whisper,1,323.1333333333333,329.56666666666666
sub_00,002_2083961914,left,62,non_semantic,nonsem_011,10,silent,1,329.7,334.9
sub_00,002_2083961914,left,63,non_semantic,nonsem_012,11,normal,1,334.96666666666664,339.3333333333333
sub_00,002_2083961914,left,64,non_semantic,nonsem_012,11,whisper,1,339.4,344.76666666666665
sub_00,002_2083961914,left,65,non_semantic,nonsem_012,11,silent,1,344.9,349.76666666666665
sub_00,002_2083961914,left,66,non_semantic,nonsem_013,12,normal,1,351.6,355.53333333333336
sub_00,002_2083961914,left,67,non_semantic,nonsem_013,12,whisper,1,355.6,360.0
sub_00,002_2083961914,left,68,non_semantic,nonsem_013,12,silent,1,360.1333333333333,364.3
sub_00,002_2083961914,left,69,non_semantic,nonsem_014,13,normal,1,368.2,371.96666666666664
sub_00,002_2083961914,left,70,non_semantic,nonsem_014,13,whisper,1,372.03333333333336,376.6666666666667
sub_00,002_2083961914,left,71,non_semantic,nonsem_014,13,silent,1,376.8,381.0
sub_00,002_2083961914,left,72,non_semantic,nonsem_015,14,normal,1,382.96666666666664,386.8
sub_00,002_2083961914,left,73,non_semantic,nonsem_015,14,whisper,1,386.8666666666667,391.56666666666666
sub_00,002_2083961914,left,74,non_semantic,nonsem_015,14,silent,1,391.7,395.96666666666664
sub_00,002_2083961914,left,75,non_semantic,nonsem_016,15,normal,1,397.5,401.8
sub_00,002_2083961914,left,76,non_semantic,nonsem_016,15,whisper,1,401.8666666666667,405.9
sub_00,002_2083961914,left,77,non_semantic,nonsem_016,15,silent,1,410.53333333333336,411.53333333333336
sub_00,002_2083961914,left,78,non_semantic,nonsem_017,16,normal,1,412.7,416.06666666666666
sub_00,002_2083961914,left,79,non_semantic,nonsem_017,16,whisper,1,416.1333333333333,420.26666666666665
sub_00,002_2083961914,left,80,non_semantic,nonsem_017,16,silent,1,420.3333333333333,421.6666666666667
sub_00,002_2083961914,left,81,non_semantic,nonsem_018,17,normal,1,426.93333333333334,430.43333333333334
sub_00,002_2083961914,left,82,non_semantic,nonsem_018,17,whisper,1,430.5,434.76666666666665
sub_00,002_2083961914,left,83,non_semantic,nonsem_018,17,silent,1,437.46666666666664,438.53333333333336
sub_00,002_2083961914,left,84,non_semantic,nonsem_019,18,normal,1,439.56666666666666,443.0
sub_00,002_2083961914,left,85,non_semantic,nonsem_019,18,whisper,1,443.06666666666666,447.3333333333333
sub_00,002_2083961914,left,86,non_semantic,nonsem_019,18,silent,1,450.6666666666667,453.03333333333336
sub_00,002_2083961914,left,87,non_semantic,nonsem_020,19,normal,1,453.1666666666667,456.6
sub_00,002_2083961914,left,88,non_semantic,nonsem_020,19,whisper,1,456.6666666666667,460.06666666666666
sub_00,002_2083961914,left,89,non_semantic,nonsem_020,19,silent,1,463.8666666666667,465.53333333333336
sub_00,003_2718698242,left,90,semantic,sem_001,20,normal,1,3.8,8.566666666666666
sub_00,003_2718698242,left,91,semantic,sem_001,20,whisper,1,8.633333333333333,14.233333333333333
sub_00,003_2718698242,left,92,semantic,sem_001,20,silent,1,15.6,16.666666666666668
sub_00,003_2718698242,left,93,semantic,sem_002,21,normal,1,27.133333333333333,31.233333333333334
sub_00,003_2718698242,left,94,semantic,sem_002,21,whisper,1,31.3,36.13333333333333
sub_00,003_2718698242,left,95,semantic,sem_002,21,silent,1,36.266666666666666,40.733333333333334
sub_00,003_2718698242,left,96,semantic,sem_003,22,normal,1,47.266666666666666,52.0
sub_00,003_2718698242,left,97,semantic,sem_003,22,whisper,1,52.666666666666664,56.7
sub_00,003_2718698242,left,98,semantic,sem_003,22,silent,1,57.36666666666667,61.733333333333334
sub_00,003_2718698242,left,99,semantic,sem_004,23,normal,1,68.83333333333333,73.36666666666666
sub_00,003_2718698242,left,100,semantic,sem_004,23,whisper,1,73.96666666666667,79.3
sub_00,003_2718698242,left,101,semantic,sem_004,23,silent,1,79.9,84.83333333333333
sub_00,003_2718698242,left,102,semantic,sem_005,24,normal,1,89.73333333333333,94.93333333333334
sub_00,003_2718698242,left,103,semantic,sem_005,24,whisper,1,95.0,101.1
sub_00,003_2718698242,left,104,semantic,sem_005,24,silent,1,101.23333333333333,106.86666666666666
sub_00,003_2718698242,left,105,semantic,sem_006,25,normal,1,113.3,117.83333333333333
sub_00,003_2718698242,left,106,semantic,sem_006,25,whisper,1,117.9,123.2
sub_00,003_2718698242,left,107,semantic,sem_006,25,silent,1,124.8,125.93333333333334
sub_00,003_2718698242,left,108,semantic,sem_007,26,normal,1,133.13333333333333,137.46666666666667
sub_00,003_2718698242,left,109,semantic,sem_007,26,whisper,1,137.53333333333333,142.6
sub_00,003_2718698242,left,110,semantic,sem_007,26,silent,1,142.73333333333332,147.43333333333334
sub_00,003_2718698242,left,111,semantic,sem_008,27,normal,1,153.1,157.8
sub_00,003_2718698242,left,112,semantic,sem_008,27,whisper,1,157.86666666666667,163.36666666666667
sub_00,003_2718698242,left,113,semantic,sem_008,27,silent,1,163.5,168.6
sub_00,003_2718698242,left,114,semantic,sem_009,28,normal,1,172.56666666666666,177.83333333333334
sub_00,003_2718698242,left,115,semantic,sem_009,28,whisper,1,177.9,184.06666666666666
sub_00,003_2718698242,left,116,semantic,sem_009,28,silent,1,184.2,189.9
sub_00,003_2718698242,left,117,semantic,sem_010,29,normal,1,194.6,200.03333333333333
sub_00,003_2718698242,left,118,semantic,sem_010,29,whisper,1,201.46666666666667,207.83333333333334
sub_00,003_2718698242,left,119,semantic,sem_010,29,silent,1,209.26666666666668,215.16666666666666
sub_00,003_2718698242,left,120,semantic,sem_011,30,normal,1,217.96666666666667,222.73333333333332
sub_00,003_2718698242,left,121,semantic,sem_011,30,whisper,1,222.8,228.36666666666667
sub_00,003_2718698242,left,122,semantic,sem_011,30,silent,1,228.5,233.66666666666666
sub_00,003_2718698242,left,123,semantic,sem_012,31,normal,1,236.83333333333334,241.86666666666667
sub_00,003_2718698242,left,124,semantic,sem_012,31,whisper,1,241.93333333333334,247.8
sub_00,003_2718698242,left,125,semantic,sem_012,31,silent,1,247.93333333333334,253.36666666666667
sub_00,003_2718698242,left,126,semantic,sem_013,32,normal,1,258.93333333333334,263.53333333333336
sub_00,003_2718698242,left,127,semantic,sem_013,32,whisper,1,263.6,267.96666666666664
sub_00,003_2718698242,left,128,semantic,sem_013,32,silent,1,268.1,272.56666666666666
sub_00,003_2718698242,left,129,semantic,sem_014,33,normal,1,277.9,282.5
sub_00,003_2718698242,left,130,semantic,sem_014,33,whisper,1,282.56666666666666,287.1
sub_00,003_2718698242,left,131,semantic,sem_014,33,silent,1,287.23333333333335,291.8
sub_00,003_2718698242,left,132,semantic,sem_015,34,normal,1,298.1,302.3666666666667
sub_00,003_2718698242,left,133,semantic,sem_015,34,whisper,1,302.43333333333334,306.03333333333336
sub_00,003_2718698242,left,134,semantic,sem_015,34,silent,1,306.2,308.26666666666665
sub_00,003_2718698242,left,135,semantic,sem_016,35,normal,1,316.6,320.53333333333336
sub_00,003_2718698242,left,136,semantic,sem_016,35,whisper,1,320.6,325.2
sub_00,003_2718698242,left,137,semantic,sem_016,35,silent,1,326.73333333333335,327.53333333333336
sub_01,013_2092491027,left,0,non_semantic,nonsem_001,0,normal,1,5.866666666666667,8.766666666666667
sub_01,013_2092491027,left,1,non_semantic,nonsem_001,0,normal,2,9.733333333333333,12.533333333333333
sub_01,013_2092491027,left,2,non_semantic,nonsem_001,0,whisper,1,12.6,16.2
sub_01,013_2092491027,left,3,non_semantic,nonsem_001,0,whisper,2,16.266666666666666,19.766666666666666
sub_01,013_2092491027,left,4,non_semantic,nonsem_001,0,silent,1,19.9,23.1
sub_01,013_2092491027,left,5,non_semantic,nonsem_001,0,silent,2,23.2,26.4
sub_01,013_2092491027,left,6,non_semantic,nonsem_002,1,normal,1,31.566666666666666,34.3
sub_01,013_2092491027,left,7,non_semantic,nonsem_002,1,normal,2,35.53333333333333,38.5
sub_01,013_2092491027,left,8,non_semantic,nonsem_002,1,whisper,1,38.56666666666667,41.96666666666667
sub_01,013_2092491027,left,9,non_semantic,nonsem_002,1,whisper,2,42.0,46.2
sub_01,013_2092491027,left,10,non_semantic,nonsem_002,1,silent,1,46.333333333333336,49.5
sub_01,013_2092491027,left,11,non_semantic,nonsem_002,1,silent,2,49.63333333333333,52.8
sub_01,013_2092491027,left,12,non_semantic,nonsem_003,2,normal,1,56.06666666666667,59.1
sub_01,013_2092491027,left,13,non_semantic,nonsem_003,2,normal,2,60.3,63.233333333333334
sub_01,013_2092491027,left,14,non_semantic,nonsem_003,2,whisper,1,63.3,67.06666666666666
sub_01,013_2092491027,left,15,non_semantic,nonsem_003,2,whisper,2,67.1,70.8
sub_01,013_2092491027,left,16,non_semantic,nonsem_003,2,silent,1,70.93333333333334,74.3
sub_01,013_2092491027,left,17,non_semantic,nonsem_003,2,silent,2,74.4,77.76666666666667
sub_01,013_2092491027,left,18,non_semantic,nonsem_004,3,normal,1,82.53333333333333,85.53333333333333
sub_01,013_2092491027,left,19,non_semantic,nonsem_004,3,normal,2,86.76666666666667,89.5
sub_01,013_2092491027,left,20,non_semantic,nonsem_004,3,whisper,1,89.63333333333334,94.6
sub_01,013_2092491027,left,21,non_semantic,nonsem_004,3,whisper,2,94.7,98.66666666666667
sub_01,013_2092491027,left,22,non_semantic,nonsem_004,3,silent,1,98.8,102.3
sub_01,013_2092491027,left,23,non_semantic,nonsem_004,3,silent,2,102.43333333333334,105.9
sub_01,013_2092491027,left,24,non_semantic,nonsem_005,4,normal,1,111.6,114.9
sub_01,013_2092491027,left,25,non_semantic,nonsem_005,4,normal,2,116.26666666666667,119.36666666666666
sub_01,013_2092491027,left,26,non_semantic,nonsem_005,4,whisper,1,119.43333333333334,124.83333333333333
sub_01,013_2092491027,left,27,non_semantic,nonsem_005,4,whisper,2,125.03333333333333,130.3
sub_01,013_2092491027,left,28,non_semantic,nonsem_005,4,silent,1,130.5,133.7
sub_01,013_2092491027,left,29,non_semantic,nonsem_005,4,silent,2,133.9,137.1
sub_01,013_2092491027,left,30,non_semantic,nonsem_006,5,normal,1,137.16666666666666,140.3
sub_01,013_2092491027,left,31,non_semantic,nonsem_006,5,normal,2,141.36666666666667,144.3
sub_01,013_2092491027,left,32,non_semantic,nonsem_006,5,whisper,1,144.4,149.56666666666666
sub_01,013_2092491027,left,33,non_semantic,nonsem_006,5,whisper,2,149.63333333333333,155.1
sub_01,013_2092491027,left,34,non_semantic,nonsem_006,5,silent,1,155.23333333333332,159.36666666666667
sub_01,013_2092491027,left,35,non_semantic,nonsem_006,5,silent,2,159.5,163.63333333333333
sub_01,013_2092491027,left,36,non_semantic,nonsem_007,6,normal,1,164.96666666666667,167.93333333333334
sub_01,013_2092491027,left,37,non_semantic,nonsem_007,6,normal,2,169.4,172.5
sub_01,013_2092491027,left,38,non_semantic,nonsem_007,6,whisper,1,173.56666666666666,177.86666666666667
sub_01,013_2092491027,left,39,non_semantic,nonsem_007,6,whisper,2,177.9,182.06666666666666
sub_01,013_2092491027,left,40,non_semantic,nonsem_007,6,silent,1,183.13333333333333,186.76666666666668
sub_01,013_2092491027,left,41,non_semantic,nonsem_007,6,silent,2,187.83333333333334,191.46666666666667
sub_01,013_2092491027,left,42,non_semantic,nonsem_008,7,normal,1,193.53333333333333,196.5
sub_01,013_2092491027,left,43,non_semantic,nonsem_008,7,normal,2,197.76666666666668,200.66666666666666
sub_01,013_2092491027,left,44,non_semantic,nonsem_008,7,whisper,1,200.73333333333332,206.33333333333334
sub_01,013_2092491027,left,45,non_semantic,nonsem_008,7,whisper,2,206.36666666666667,211.56666666666666
sub_01,013_2092491027,left,46,non_semantic,nonsem_008,7,silent,1,211.7,214.93333333333334
sub_01,013_2092491027,left,47,non_semantic,nonsem_008,7,silent,2,215.06666666666666,218.33333333333334
sub_01,013_2092491027,left,48,non_semantic,nonsem_009,8,normal,1,218.36666666666667,220.83333333333334
sub_01,013_2092491027,left,49,non_semantic,nonsem_009,8,normal,2,221.73333333333332,224.3
sub_01,013_2092491027,left,50,non_semantic,nonsem_009,8,whisper,1,224.36666666666667,228.46666666666667
sub_01,013_2092491027,left,51,non_semantic,nonsem_009,8,whisper,2,228.53333333333333,233.43333333333334
sub_01,013_2092491027,left,52,non_semantic,nonsem_009,8,silent,1,233.56666666666666,236.9
sub_01,013_2092491027,left,53,non_semantic,nonsem_009,8,silent,2,237.0,240.33333333333334
sub_01,013_2092491027,left,54,non_semantic,nonsem_010,9,normal,1,243.06666666666666,245.76666666666668
sub_01,013_2092491027,left,55,non_semantic,nonsem_010,9,normal,2,247.06666666666666,249.56666666666666
sub_01,013_2092491027,left,56,non_semantic,nonsem_010,9,whisper,1,249.63333333333333,255.1
sub_01,013_2092491027,left,57,non_semantic,nonsem_010,9,whisper,2,255.13333333333333,259.23333333333335
sub_01,013_2092491027,left,58,non_semantic,nonsem_010,9,silent,1,259.3666666666667,262.3666666666667
sub_01,013_2092491027,left,59,non_semantic,nonsem_010,9,silent,2,262.46666666666664,265.46666666666664
sub_01,013_2092491027,left,60,non_semantic,nonsem_011,10,normal,1,265.53333333333336,268.2
sub_01,013_2092491027,left,61,non_semantic,nonsem_011,10,whisper,1,268.26666666666665,271.7
sub_01,013_2092491027,left,62,non_semantic,nonsem_011,10,silent,1,271.8333333333333,274.8666666666667
sub_01,013_2092491027,left,63,non_semantic,nonsem_012,11,normal,1,288.53333333333336,291.1
sub_01,013_2092491027,left,64,non_semantic,nonsem_012,11,whisper,1,291.4,294.73333333333335
sub_01,013_2092491027,left,65,non_semantic,nonsem_012,11,silent,1,295.03333333333336,298.0
sub_01,013_2092491027,left,66,non_semantic,nonsem_013,12,normal,1,300.73333333333335,303.2
sub_01,013_2092491027,left,67,non_semantic,nonsem_013,12,whisper,1,303.26666666666665,306.43333333333334
sub_01,013_2092491027,left,68,non_semantic,nonsem_013,12,silent,1,306.56666666666666,309.3666666666667
sub_01,013_2092491027,left,69,non_semantic,nonsem_014,13,normal,1,312.1666666666667,314.7
sub_01,013_2092491027,left,70,non_semantic,nonsem_014,13,whisper,1,314.76666666666665,318.5
sub_01,013_2092491027,left,71,non_semantic,nonsem_014,13,silent,1,322.93333333333334,323.53333333333336
sub_01,013_2092491027,left,72,non_semantic,nonsem_015,14,normal,1,325.6666666666667,328.1
sub_01,013_2092491027,left,73,non_semantic,nonsem_015,14,whisper,1,328.1666666666667,331.76666666666665
sub_01,013_2092491027,left,74,non_semantic,nonsem_015,14,silent,1,331.9,334.9
sub_01,013_2092491027,left,75,non_semantic,nonsem_016,15,normal,1,336.73333333333335,339.23333333333335
sub_01,013_2092491027,left,76,non_semantic,nonsem_016,15,whisper,1,339.3,343.7
sub_01,013_2092491027,left,77,non_semantic,nonsem_016,15,silent,1,343.8333333333333,347.26666666666665
sub_01,013_2092491027,left,78,non_semantic,nonsem_017,16,normal,1,347.76666666666665,349.93333333333334
sub_01,013_2092491027,left,79,non_semantic,nonsem_017,16,whisper,1,350.0,353.43333333333334
sub_01,013_2092491027,left,80,non_semantic,nonsem_017,16,silent,1,353.56666666666666,356.3666666666667
sub_01,013_2092491027,left,81,non_semantic,nonsem_018,17,normal,1,357.5,359.53333333333336
sub_01,013_2092491027,left,82,non_semantic,nonsem_018,17,whisper,1,359.6,363.03333333333336
sub_01,013_2092491027,left,83,non_semantic,nonsem_018,17,silent,1,363.1666666666667,365.9
sub_01,013_2092491027,left,84,non_semantic,nonsem_019,18,normal,1,367.1333333333333,369.2
sub_01,013_2092491027,left,85,non_semantic,nonsem_019,18,whisper,1,369.26666666666665,372.76666666666665
sub_01,013_2092491027,left,86,non_semantic,nonsem_019,18,silent,1,376.6666666666667,378.03333333333336
sub_01,013_2092491027,left,87,non_semantic,nonsem_020,19,normal,1,379.03333333333336,381.1
sub_01,013_2092491027,left,88,non_semantic,nonsem_020,19,whisper,1,381.1666666666667,384.6666666666667
sub_01,013_2092491027,left,89,non_semantic,nonsem_020,19,silent,1,388.6666666666667,389.3333333333333
sub_01,014_2744620269,left,90,semantic,sem_001,20,normal,1,4.2,7.8
sub_01,014_2744620269,left,91,semantic,sem_001,20,whisper,1,7.866666666666667,12.733333333333333
sub_01,014_2744620269,left,92,semantic,sem_001,20,silent,1,12.866666666666667,17.1
sub_01,014_2744620269,left,93,semantic,sem_002,21,normal,1,23.866666666666667,26.933333333333334
sub_01,014_2744620269,left,94,semantic,sem_002,21,whisper,1,27.0,31.166666666666668
sub_01,014_2744620269,left,95,semantic,sem_002,21,silent,1,34.8,35.666666666666664
sub_01,014_2744620269,left,96,semantic,sem_003,22,normal,1,39.766666666666666,42.666666666666664
sub_01,014_2744620269,left,97,semantic,sem_003,22,whisper,1,42.733333333333334,46.56666666666667
sub_01,014_2744620269,left,98,semantic,sem_003,22,silent,1,46.7,50.06666666666667
sub_01,014_2744620269,left,99,semantic,sem_004,23,normal,1,54.13333333333333,56.6
sub_01,014_2744620269,left,100,semantic,sem_004,23,whisper,1,56.666666666666664,60.5
sub_01,014_2744620269,left,101,semantic,sem_004,23,silent,1,60.63333333333333,63.766666666666666
sub_01,014_2744620269,left,102,semantic,sem_005,24,normal,1,78.83333333333333,83.63333333333334
sub_01,014_2744620269,left,103,semantic,sem_005,24,whisper,1,85.16666666666667,92.0
sub_01,014_2744620269,left,104,semantic,sem_005,24,silent,1,93.53333333333333,96.6
sub_01,014_2744620269,left,105,semantic,sem_006,25,normal,1,96.63333333333334,100.06666666666666
sub_01,014_2744620269,left,106,semantic,sem_006,25,whisper,1,100.13333333333334,104.76666666666667
sub_01,014_2744620269,left,107,semantic,sem_006,25,silent,1,104.9,108.93333333333334
sub_01,014_2744620269,left,108,semantic,sem_007,26,normal,1,110.13333333333334,113.3
sub_01,014_2744620269,left,109,semantic,sem_007,26,whisper,1,113.36666666666666,118.93333333333334
sub_01,014_2744620269,left,110,semantic,sem_007,26,silent,1,119.06666666666666,123.43333333333334
sub_01,014_2744620269,left,111,semantic,sem_008,27,normal,1,126.56666666666666,129.53333333333333
sub_01,014_2744620269,left,112,semantic,sem_008,27,whisper,1,130.33333333333334,134.36666666666667
sub_01,014_2744620269,left,113,semantic,sem_008,27,silent,1,136.26666666666668,137.06666666666666
sub_01,014_2744620269,left,114,semantic,sem_009,28,normal,1,139.3,143.83333333333334
sub_01,014_2744620269,left,115,semantic,sem_009,28,whisper,1,144.66666666666666,150.83333333333334
sub_01,014_2744620269,left,116,semantic,sem_009,28,silent,1,151.66666666666666,156.26666666666668
sub_01,014_2744620269,left,117,semantic,sem_010,29,normal,1,156.3,160.03333333333333
sub_01,014_2744620269,left,118,semantic,sem_010,29,whisper,1,160.1,165.16666666666666
sub_01,014_2744620269,left,119,semantic,sem_010,29,silent,1,166.6,167.46666666666667
sub_01,014_2744620269,left,120,semantic,sem_011,30,normal,1,173.93333333333334,176.56666666666666
sub_01,014_2744620269,left,121,semantic,sem_011,30,whisper,1,177.13333333333333,180.33333333333334
sub_01,014_2744620269,left,122,semantic,sem_011,30,silent,1,180.9,183.8
sub_01,014_2744620269,left,123,semantic,sem_012,31,normal,1,185.26666666666668,188.63333333333333
sub_01,014_2744620269,left,124,semantic,sem_012,31,whisper,1,188.7,194.56666666666666
sub_01,014_2744620269,left,125,semantic,sem_012,31,silent,1,194.7,199.3
sub_01,014_2744620269,left,126,semantic,sem_013,32,normal,1,202.9,206.36666666666667
sub_01,014_2744620269,left,127,semantic,sem_013,32,whisper,1,207.7,212.43333333333334
sub_01,014_2744620269,left,128,semantic,sem_013,32,silent,1,213.76666666666668,216.26666666666668
sub_01,014_2744620269,left,129,semantic,sem_014,33,normal,1,216.33333333333334,221.06666666666666
sub_01,014_2744620269,left,130,semantic,sem_014,33,whisper,1,221.8,228.23333333333332
sub_01,014_2744620269,left,131,semantic,sem_014,33,silent,1,228.96666666666667,233.63333333333333
sub_01,014_2744620269,left,132,semantic,sem_015,34,normal,1,233.7,236.6
sub_01,014_2744620269,left,133,semantic,sem_015,34,whisper,1,236.66666666666666,240.6
sub_01,014_2744620269,left,134,semantic,sem_015,34,silent,1,240.73333333333332,244.13333333333333
sub_01,014_2744620269,left,135,semantic,sem_016,35,normal,1,246.73333333333332,249.53333333333333
sub_01,014_2744620269,left,136,semantic,sem_016,35,whisper,1,249.6,253.4
sub_01,014_2744620269,left,137,semantic,sem_016,35,silent,1,253.53333333333333,256.8333333333333
sub_03,037_916985778,left,0,non_semantic,nonsem_001,0,normal,1,5.233333333333333,9.433333333333334
sub_03,037_916985778,left,1,non_semantic,nonsem_001,0,normal,2,10.2,14.6
sub_03,037_916985778,left,2,non_semantic,nonsem_001,0,whisper,1,14.833333333333334,19.4
sub_03,037_916985778,left,3,non_semantic,nonsem_001,0,whisper,2,19.466666666666665,24.433333333333334
sub_03,037_916985778,left,4,non_semantic,nonsem_001,0,silent,1,24.666666666666668,29.133333333333333
sub_03,037_916985778,left,5,non_semantic,nonsem_001,0,silent,2,29.4,33.86666666666667
sub_03,037_916985778,left,6,non_semantic,nonsem_002,1,normal,1,44.13333333333333,47.86666666666667
sub_03,037_916985778,left,7,non_semantic,nonsem_002,1,normal,2,48.46666666666667,52.2
sub_03,037_916985778,left,8,non_semantic,nonsem_002,1,whisper,1,53.03333333333333,57.06666666666667
sub_03,037_916985778,left,9,non_semantic,nonsem_002,1,whisper,2,57.833333333333336,62.03333333333333
sub_03,037_916985778,left,10,non_semantic,nonsem_002,1,silent,1,62.8,66.66666666666667
